BTC,ETH,BNB,SOL,USDC,XRP,DOGE,ADA,SHIB,AVAX,TRX,DOT,LINK,BCH,NEAR,MATIC,UNI,LTC,PEPE,DAI,ICP,ETC,APT,RNDR,STX,HBAR,XMR,FIL,ATOM,INJ,XLM,IMX,ARB,FDUSD,WIF,GRT,TAO,SUI,OP,VET,AR,FLOKI,MKR
70148.34,3789.6,618.5,178.15,1.0001,0.537,0.17024,0.4946,2.612e-05,41.2,0.12361,7.61,16.739,515.0,7.819,0.7292,9.659,88.26,1.384e-05,,13.309,31.72,9.32,11.194,2.1705,0.1151,,6.235,8.785,27.64,0.1122,2.4914,1.2034,0.9996,2.7514,0.3395,423.8,1.1406,2.831,0.03653,44.353,0.00022972,3065.0
69166.62,3737.73,614.8,176.95,1.0004,0.5268,0.16628,0.4835,2.533e-05,40.0,0.12007,7.467,16.354,499.0,7.986,0.7232,9.304,85.78,1.338e-05,,12.822,30.38,9.0,10.655,2.0625,0.1133,,6.118,8.561,27.28,0.1107,2.518,1.1413,0.9991,3.0341,0.3475,446.2,1.1051,2.668,0.03587,44.777,0.00022325,2942.0
67969.65,3783.61,599.3,176.16,1.0005,0.5289,0.15973,0.4656,2.461e-05,38.52,0.11532,7.2,16.596,491.2,7.695,0.7438,9.088,85.45,1.494e-05,,12.29,32.42,8.93,10.235,2.005,0.1089,,5.795,8.361,26.13,0.1093,2.4422,1.2031,0.9991,2.9238,0.3287,450.6,1.0764,2.623,0.03513,41.175,0.0002264,2838.0
68549.99,3728.28,600.3,167.7,1.0002,0.536,0.16386,0.4601,2.44e-05,38.01,0.11547,7.244,17.25,494.9,7.909,0.7236,10.213,85.0,1.415e-05,,12.413,31.59,8.96,10.11,1.975,0.1081,,5.82,8.46,25.71,0.1101,2.4622,1.1579,0.9996,2.8685,0.325,436.4,1.0676,2.522,0.03534,40.818,0.00022027,2751.0
69290.57,3749.26,602.4,168.35,1.0001,0.5416,0.17402,0.4623,2.508e-05,38.28,0.11378,7.425,17.443,493.6,8.23,0.7293,11.329,84.98,1.497e-05,,12.327,31.67,9.09,10.077,1.994,0.1085,,6.006,8.491,25.34,0.1109,2.4635,1.1914,0.9996,3.0923,0.3273,424.5,1.0629,2.551,0.03558,40.273,0.00022563,2797.0
68507.67,3826.47,600.2,163.41,1.0005,0.5283,0.16621,0.4581,2.433e-05,36.76,0.11311,7.557,17.042,484.0,7.814,0.716,11.167,83.9,1.603e-05,,12.051,31.71,9.04,9.988,1.973,0.1067,,5.855,8.404,24.83,0.1086,2.3524,1.1935,0.9995,2.9512,0.3171,435.9,1.0419,2.53,0.0356,38.434,0.0002257,2832.0
69436.43,3894.22,603.9,170.15,1.0007,0.534,0.16908,0.4683,2.552e-05,38.26,0.1125,7.64,18.786,489.6,7.827,0.7444,11.056,85.24,1.671e-05,,12.388,31.91,9.66,10.163,2.077,0.1068,,6.116,8.695,25.75,0.1105,2.385,1.2301,0.9997,3.4008,0.3255,438.0,1.0743,2.587,0.03661,40.324,0.00027782,2766.0
68398.39,3844.69,601.7,168.68,1.0011,0.5287,0.16497,0.4576,2.674e-05,37.02,0.11118,7.37,18.528,470.4,7.707,0.7322,11.107,83.44,1.6e-05,,12.105,31.42,9.36,10.22,1.983,0.1044,,5.94,8.722,26.24,0.1079,2.296,1.2002,1.0002,3.775,0.3141,418.8,1.0303,2.548,0.0358,38.091,0.00029466,2718.0
67652.42,3767.43,595.7,168.32,1.0013,0.5238,0.16386,0.4512,2.755e-05,36.2,0.1121,7.178,18.453,465.8,7.586,0.715,10.443,83.59,1.476e-05,,12.073,30.43,9.09,10.29,1.936,0.1033,,5.787,8.637,26.42,0.1067,2.2125,1.1408,0.9996,3.6785,0.3098,395.3,1.0165,2.494,0.03516,39.067,0.00026794,2688.0
68352.17,3747.91,595.1,166.88,1.0003,0.5186,0.15946,0.4465,2.588e-05,35.98,0.11198,6.998,17.944,465.1,7.285,0.6965,10.758,84.42,1.442e-05,,11.962,29.8,9.19,10.028,1.914,0.1006,,5.808,8.54,24.91,0.1067,2.1679,1.128,0.9998,3.3668,0.3035,390.3,1.013,2.476,0.03432,44.051,0.00024817,2703.0
67540.01,3762.29,593.7,165.65,1.001,0.5176,0.15898,0.447,2.543e-05,36.02,0.11213,6.984,18.414,454.8,7.246,0.6943,9.957,83.21,1.542e-05,,11.853,29.59,9.15,10.125,1.831,0.1001,,5.734,8.3,24.42,0.1063,2.1712,1.1192,0.9995,3.3051,0.2982,389.1,1.0234,2.455,0.03394,45.296,0.00025486,2706.0
67766.85,3815.82,601.9,166.14,1.0007,0.5187,0.16031,0.4499,2.526e-05,35.76,0.11262,7.062,18.443,463.5,7.375,0.699,9.886,83.48,1.486e-05,,12.083,29.56,9.07,10.049,1.837,0.1,,5.795,8.326,24.51,0.1064,2.218,1.1337,0.9995,3.2765,0.2994,386.7,1.024,2.475,0.0337,43.131,0.0002525,2680.0
67765.63,3780.91,602.9,163.15,1.0006,0.5135,0.1571,0.4465,2.462e-05,34.91,0.11477,6.988,18.143,458.3,7.192,0.6896,9.422,83.11,1.463e-05,,11.86,28.93,8.92,9.933,1.824,0.0992,,5.807,8.292,24.23,0.1051,2.1678,1.1124,0.9995,3.1999,0.2933,381.1,1.0164,2.379,0.03331,43.425,0.00024382,2641.0
68809.9,3767.06,626.4,164.89,1.0001,0.5199,0.15835,0.4573,2.443e-05,35.03,0.11338,7.009,17.629,464.9,7.121,0.7046,9.493,82.82,1.444e-05,,11.983,28.63,8.92,10.004,1.891,0.1013,,5.786,8.339,24.97,0.1054,2.2318,1.1053,0.9996,3.2657,0.2937,378.7,1.04,2.402,0.03369,42.991,0.00026809,2576.0
70537.84,3810.23,685.7,171.78,0.9999,0.5257,0.16136,0.4615,2.461e-05,36.06,0.11446,7.177,17.716,477.0,7.42,0.715,11.466,83.65,1.436e-05,,12.298,29.73,9.15,10.333,2.153,0.1024,,5.959,8.538,25.26,0.1064,2.3083,1.1076,1.0002,3.4103,0.2997,397.6,1.054,2.478,0.03428,46.283,0.00029569,2634.0
71108.0,3865.99,698.8,173.54,0.9998,0.5258,0.16326,0.4613,2.594e-05,36.57,0.11459,7.251,17.741,495.2,7.658,0.7249,11.162,85.44,1.458e-05,,12.33,29.8,9.31,10.701,2.41,0.1045,,6.075,8.692,26.79,0.1069,2.2902,1.1238,0.9998,3.3925,0.3044,418.4,1.1041,2.524,0.03555,44.215,0.00030944,2681.0
70799.06,3813.46,711.2,170.15,1.0004,0.5215,0.16016,0.4582,2.524e-05,35.89,0.11479,7.144,17.248,496.1,7.33,0.7257,10.619,84.19,1.434e-05,,12.087,29.05,9.09,10.378,2.303,0.1014,,5.957,8.617,28.06,0.1053,2.2403,1.0883,1.0016,3.233,0.2938,423.9,1.1132,2.484,0.03578,41.846,0.00032051,2619.0
69355.6,3678.32,684.0,162.5,1.0003,0.4991,0.1482,0.4492,2.369e-05,33.51,0.11268,6.659,16.318,477.6,6.875,0.667,9.818,80.13,1.278e-05,,11.525,27.05,8.59,9.577,2.161,0.094,,6.116,8.102,27.9,0.1002,2.1086,0.999,1.0006,2.8594,0.2724,392.4,1.081,2.262,0.03285,38.957,0.00028253,2502.0
69310.46,3681.57,682.7,157.83,1.0002,0.4926,0.14588,0.4368,2.321e-05,32.27,0.11479,6.384,15.928,469.5,6.569,0.6497,10.052,79.97,1.211e-05,,10.881,26.84,8.13,9.128,2.245,0.0902,,6.055,7.757,26.79,0.0983,1.9845,0.9678,1.0005,2.7074,0.2665,361.6,1.1041,2.168,0.03161,36.795,0.00027953,2424.0
69648.14,3706.4,673.0,162.12,1.0001,0.4986,0.14679,0.4442,2.349e-05,32.98,0.11688,6.527,16.372,474.6,6.588,0.6552,9.823,80.49,1.276e-05,,11.029,26.97,8.59,9.213,2.268,0.0915,,6.128,7.88,27.81,0.0999,2.0149,0.9793,1.0,2.7756,0.2685,362.0,1.094,2.231,0.03191,37.682,0.00027956,2489.0
69540.0,3667.85,625.1,159.05,1.0004,0.4969,0.14478,0.4406,2.291e-05,32.28,0.11763,6.506,15.905,469.1,6.397,0.6498,10.351,79.66,1.208e-05,,11.095,26.62,8.27,8.639,2.224,0.0892,,5.793,7.855,29.33,0.1,1.9585,0.9599,0.9991,2.6937,0.2595,342.9,1.0338,2.187,0.03108,36.578,0.00026478,2401.0
67314.24,3497.33,602.5,149.31,1.0001,0.4802,0.13806,0.422,2.163e-05,31.55,0.11658,6.378,14.988,446.2,6.064,0.6176,8.978,77.32,1.274e-05,,10.08,25.67,7.96,8.197,2.187,0.0873,,5.384,7.517,27.19,0.0968,1.8285,0.9378,0.9992,2.5458,0.2438,325.5,0.9921,2.057,0.02983,33.182,0.00023648,2261.0
69649.99,3617.85,630.4,158.86,1.0001,0.4948,0.1495,0.4423,2.279e-05,33.72,0.11767,6.754,16.219,463.2,6.576,0.6463,10.286,79.02,1.351e-05,,10.762,26.59,8.52,9.325,2.41,0.0929,,5.69,7.837,32.13,0.1006,1.9543,0.9891,0.9993,2.7536,0.2686,366.5,1.0352,2.185,0.03172,34.994,0.0002361,2338.0
