BTC,ETH,BNB,SOL,USDC,XRP,DOGE,ADA,SHIB,AVAX,LINK,DOT,TRX,BCH,NEAR,MATIC,UNI,LTC,PEPE,ICP,DAI,ETC,RNDR,APT,HBAR,IMX,WIF,ATOM,FIL,ARB,XLM,STX,AR,XMR,GRT,FLOKI,FDUSD,TAO,OP,SUI,NOT,VET,MKR
41580.33,2457.05,318.6,91.09,1.0006,0.5464,0.08546,0.5032,9.35e-06,32.54,15.396,6.817,0.10895,236.9,2.922,0.7835,6.377,71.75,1.13e-06,11.107,,24.51,3.976,8.4456,0.0755,1.9174,,9.651,5.362,1.8162,0.1156,1.4556,9.443,157.6,0.1599,3.114e-05,1.0016,,3.119,1.0613,,0.02797,1991.0
39568.02,2314.2,305.9,83.84,1.0012,0.5275,0.08057,0.4786,8.93e-06,29.53,14.598,6.341,0.10931,235.7,2.649,0.7473,6.048,67.36,1.06e-06,10.476,,22.95,3.752,8.0498,0.0713,1.7803,,9.18,5.046,1.6888,0.1127,1.3332,8.587,150.7,0.1489,2.886e-05,1.0015,,2.981,1.0739,,0.02612,1933.0
39897.6,2242.6,298.8,84.35,1.0008,0.5183,0.07821,0.4773,8.83e-06,30.63,14.3,6.361,0.10722,229.6,2.65,0.7255,5.842,65.5,1.04e-06,10.484,,23.13,3.749,8.74,0.0706,1.8639,,9.23,4.893,1.6902,0.1116,1.3957,8.495,150.5,0.1475,2.85e-05,0.9998,,2.821,1.1859,,0.02661,1931.0
40084.88,2235.02,293.1,88.77,1.0005,0.5181,0.07904,0.4765,8.9e-06,31.2,14.243,6.462,0.10882,236.3,2.68,0.739,5.866,66.13,1.04e-06,11.529,,23.0,3.861,8.5743,0.0722,1.8608,,9.344,5.01,1.7376,0.1126,1.4776,8.709,152.6,0.1532,2.878e-05,0.9985,,2.857,1.2926,,0.02715,2126.0
39961.09,2218.64,292.1,86.91,1.0005,0.5138,0.07795,0.4666,8.87e-06,30.51,13.744,6.438,0.11212,236.6,2.696,0.7324,5.75,65.5,1.03e-06,11.141,,23.26,3.714,8.3293,0.0713,1.8259,,9.234,4.967,1.7322,0.1118,1.4549,8.569,157.2,0.1494,2.831e-05,0.9989,,2.937,1.1785,,0.02707,2094.0
41823.51,2267.68,302.2,92.28,1.0002,0.5323,0.07985,0.4849,9.04e-06,32.26,14.187,6.672,0.11448,241.8,2.917,0.759,5.949,67.05,1.08e-06,12.157,,23.9,3.921,8.7197,0.0744,1.9014,,9.63,5.175,1.8171,0.1159,1.5082,8.947,159.3,0.1562,2.902e-05,0.9993,,3.069,1.4588,,0.02799,2075.0
42120.63,2267.94,305.6,94.28,1.0001,0.5303,0.08014,0.4862,9.13e-06,33.28,14.345,6.669,0.11244,243.7,2.912,0.7881,5.986,68.06,1.09e-06,12.719,,24.03,4.083,9.1195,0.0744,1.9391,,9.671,5.331,1.7967,0.1163,1.5148,8.948,160.4,0.1599,2.918e-05,0.9995,,3.068,1.3946,,0.02831,2003.0
42031.06,2256.9,305.3,95.98,1.0001,0.5241,0.07882,0.4903,9e-06,34.82,14.48,6.872,0.11224,236.9,2.88,0.789,5.942,68.35,1.06e-06,12.339,,23.5,3.971,8.8666,0.0733,1.906,,9.429,5.199,1.7987,0.1137,1.4761,8.754,160.7,0.157,2.848e-05,0.9997,,3.029,1.3331,,0.02799,1958.0
43302.7,2317.6,310.7,101.68,1.0,0.5352,0.08135,0.526,9.2e-06,36.06,15.004,7.032,0.11304,241.3,3.008,0.8131,6.145,68.43,1.07e-06,12.551,,24.72,4.285,9.2145,0.0744,2.0307,,9.664,5.337,1.8546,0.1164,1.5393,8.934,168.0,0.1624,2.915e-05,1.0001,,3.168,1.5623,,0.02905,1974.0
42941.1,2343.01,307.6,101.4,1.0001,0.5107,0.07972,0.5136,9.05e-06,35.22,15.475,6.836,0.11206,237.4,3.011,0.7993,6.257,67.47,1.01e-06,11.73,,25.32,4.603,9.0678,0.0729,2.0066,,9.408,5.158,1.885,0.1127,1.5363,8.772,160.3,0.1584,2.856e-05,0.9996,,3.157,1.5448,,0.02858,2024.0
42580.0,2283.14,300.5,96.96,1.0006,0.5033,0.07875,0.4976,8.94e-06,33.17,15.429,6.654,0.11226,234.3,2.823,0.7872,6.001,66.76,9.2e-07,11.471,,24.33,4.323,8.8503,0.0696,1.9325,,9.108,4.959,1.7635,0.11,1.5008,8.427,163.7,0.1546,2.756e-05,0.9996,,2.901,1.5187,,0.02823,1961.0
43082.94,2304.28,300.2,97.81,1.0003,0.5058,0.07937,0.5078,9.03e-06,33.85,17.19,6.791,0.11564,236.6,2.855,0.8113,6.049,67.54,9.2e-07,11.668,,24.42,4.593,9.2326,0.0703,2.0419,,9.136,4.974,1.7845,0.1099,1.4964,8.418,166.3,0.1543,2.817e-05,1.0,,2.976,1.5259,,0.02847,1995.0
43200.0,2309.06,301.4,100.58,1.0005,0.5105,0.07928,0.5146,9.08e-06,36.76,17.828,6.947,0.11629,236.3,2.9,0.7998,6.136,68.05,9.3e-07,12.744,,25.13,4.59,9.4106,0.0692,2.1788,,9.167,5.046,1.7928,0.1104,1.5575,8.527,169.0,0.156,2.803e-05,0.9994,,3.015,1.4625,,0.02934,1982.0
43011.09,2296.49,299.7,97.96,1.0003,0.5186,0.07874,0.5124,9.11e-06,35.95,17.658,6.825,0.11724,241.0,2.815,0.7849,6.108,68.81,9.3e-07,12.737,,24.86,4.722,9.1565,0.0693,2.121,,9.048,5.065,1.7656,0.111,1.5238,8.529,165.5,0.1563,2.805e-05,0.9997,,2.961,1.4377,,0.02854,2006.0
42582.88,2289.79,304.7,95.49,1.0004,0.5032,0.07831,0.4934,8.9e-06,34.87,18.153,6.666,0.11843,235.2,2.754,0.7735,5.981,66.94,8.8e-07,12.739,,24.99,4.646,8.8369,0.0684,2.1056,,8.966,4.928,1.7315,0.1092,1.4685,8.434,165.9,0.1523,2.735e-05,1.0002,,2.994,1.4647,,0.02767,1994.0
42708.7,2301.83,301.2,95.66,1.0013,0.5069,0.07835,0.4944,8.91e-06,34.55,19.164,6.737,0.11898,235.8,2.751,0.7804,6.005,67.7,9e-07,12.245,,24.31,4.406,8.6662,0.0695,2.2998,,9.058,4.998,1.7356,0.1085,1.4829,8.305,165.4,0.1524,2.742e-05,1.0,,3.097,1.576,,0.02782,1952.0
43098.95,2372.64,302.7,96.88,1.0003,0.505,0.07849,0.4983,8.86e-06,34.16,18.287,6.807,0.12101,235.2,2.736,0.8054,6.278,68.29,9e-07,12.145,,24.73,4.265,8.5957,0.0752,2.2095,,9.13,5.07,1.8307,0.1082,1.5023,7.871,105.4,0.159,2.795e-05,0.9999,,3.325,1.5178,,0.02799,1951.0
44349.6,2425.1,307.3,101.14,1.0002,0.5138,0.08013,0.5022,9.06e-06,35.28,18.817,6.941,0.1236,240.6,2.87,0.8343,6.393,68.62,9.7e-07,12.319,,25.17,4.471,8.7898,0.0758,2.3227,,9.597,5.186,1.8991,0.1091,1.6622,8.345,129.6,0.1608,2.855e-05,1.0001,,3.363,1.5411,,0.02878,1948.0
45288.65,2419.55,319.2,102.76,0.9999,0.5147,0.07987,0.5304,9.21e-06,35.42,18.212,7.013,0.12189,244.6,2.922,0.8337,6.316,70.53,9.5e-07,12.187,,25.62,4.436,8.7575,0.0761,2.2869,,9.641,5.225,1.8628,0.1098,1.7857,8.368,128.7,0.1644,2.879e-05,1.0028,,3.302,1.5262,,0.02886,1939.0
47132.77,2486.56,324.0,106.94,0.9995,0.5262,0.08155,0.5407,9.39e-06,38.0,18.47,7.196,0.1237,250.3,2.995,0.8526,6.654,70.64,1.01e-06,12.855,,26.15,4.706,9.0891,0.0794,2.466,,10.02,5.473,1.9812,0.112,1.8105,8.76,121.5,0.167,3.123e-05,1.0042,,3.46,1.7612,,0.02977,1968.0
47751.09,2500.24,323.0,109.01,0.9997,0.5239,0.08142,0.5515,9.41e-06,40.2,19.084,7.2,0.12436,247.8,3.043,0.8487,6.628,70.8,1.01e-06,13.129,,25.89,4.657,9.0769,0.0788,2.7763,,9.971,5.354,1.9605,0.1117,1.8131,8.671,119.3,0.1706,3.089e-05,1.0045,,3.366,1.7315,,0.02968,2005.0
48299.99,2507.21,320.7,107.46,0.9996,0.5261,0.08123,0.5414,9.41e-06,39.72,20.146,7.099,0.12422,277.6,3.125,0.8355,6.683,71.55,1e-06,12.976,,25.88,4.617,9.0435,0.0783,2.744,,9.74,5.308,1.9417,0.1113,1.8502,8.652,120.7,0.1673,3.084e-05,1.0044,,3.535,1.6945,,0.03023,2026.0
49917.27,2659.99,327.8,111.64,0.9997,0.5315,0.08223,0.5592,9.61e-06,40.97,20.465,7.34,0.125,280.5,3.381,0.8795,6.836,72.82,1.08e-06,13.265,,26.92,4.802,9.1615,0.0796,2.9541,,9.911,5.45,2.076,0.1131,1.9931,8.993,126.3,0.175,3.201e-05,1.0036,,3.816,1.7619,,0.03148,2076.0
49699.59,2639.99,324.7,112.48,0.9995,0.5247,0.08105,0.5449,9.47e-06,39.74,19.87,7.353,0.12687,270.4,3.214,0.8538,6.68,68.97,1.08e-06,12.925,,26.21,4.9,9.204,0.0814,2.9593,,10.293,5.488,2.0472,0.111,2.1299,9.522,127.8,0.1721,3.213e-05,1.0015,,3.73,1.8558,,0.03264,2056.0
51795.17,2774.81,333.9,116.97,0.9992,0.5378,0.0855,0.5768,9.75e-06,42.22,20.24,7.649,0.12956,280.7,3.334,0.8899,6.889,69.81,1.25e-06,13.585,,26.89,5.006,9.4412,0.0824,3.2813,,10.244,5.59,2.111,0.1144,2.5645,9.867,128.1,0.1801,3.349e-05,1.0004,,3.82,1.9054,,0.03582,2089.0
51880.0,2822.59,354.2,113.5,0.999,0.5622,0.08528,0.6087,9.86e-06,41.55,19.932,7.781,0.13104,270.4,3.399,0.8896,7.506,69.76,1.25e-06,13.501,,26.78,5.293,10.1589,0.0829,3.1874,,10.329,5.869,2.072,0.1167,2.5327,12.15,125.7,0.1842,3.384e-05,0.9998,,3.858,1.8629,,0.04585,2097.0
52124.11,2801.8,360.4,110.33,0.9993,0.5643,0.08591,0.5986,9.87e-06,40.26,19.551,7.647,0.13282,274.2,3.279,0.9512,7.44,70.59,1.17e-06,13.125,,26.77,5.289,9.8044,0.0855,3.1449,,10.235,5.788,2.0104,0.1155,2.5893,11.609,122.5,0.194,3.358e-05,1.0003,,3.641,1.8072,,0.04629,2080.0
51642.64,2785.93,352.9,108.92,0.9997,0.5496,0.08356,0.6096,9.63e-06,39.76,20.032,7.704,0.1359,267.3,3.331,0.9281,7.766,69.97,1.19e-06,13.176,,26.04,5.673,9.6965,0.0835,3.1583,,10.275,6.209,1.9693,0.1141,2.5346,12.583,121.3,0.216,3.331e-05,1.0,,3.579,1.7677,,0.04539,2129.0
52137.67,2881.2,349.8,112.24,0.9998,0.5571,0.08517,0.6193,9.74e-06,40.29,20.119,7.86,0.13518,270.6,3.521,0.9992,7.657,70.8,1.23e-06,13.656,,26.54,5.869,9.6915,0.0898,3.3472,,10.594,6.28,2.0396,0.1159,2.6502,11.963,121.9,0.2386,3.393e-05,0.9994,,3.793,1.7997,,0.04553,2173.0
51774.73,2944.8,351.6,111.53,0.9998,0.5626,0.08942,0.6308,9.9e-06,39.51,19.832,8.029,0.13636,273.1,3.529,0.9969,7.698,71.3,1.23e-06,14.605,,27.4,6.315,10.1231,0.112,3.2726,,10.729,7.397,2.0541,0.1184,2.6375,14.891,112.5,0.2451,3.53e-05,0.9979,,3.96,1.7735,,0.04476,2156.0
52258.82,3014.81,354.6,108.31,0.9999,0.5622,0.08615,0.6216,9.76e-06,38.49,19.281,7.731,0.13921,265.2,3.395,1.0226,7.559,69.65,1.2e-06,13.73,,27.07,6.47,9.6378,0.1073,3.5369,,10.369,7.708,2.0098,0.1176,2.7049,14.39,118.7,0.2497,3.442e-05,0.9981,,4.066,1.7169,,0.04422,2130.0
51849.39,2967.9,379.2,105.03,1.0,0.5491,0.08457,0.5988,9.56e-06,37.61,18.594,7.466,0.13971,263.1,3.241,0.9511,7.391,68.9,1.15e-06,13.182,,26.07,6.921,9.2372,0.1046,3.3541,,9.983,7.241,1.8767,0.1144,2.6603,13.616,,0.2816,3.32e-05,1.0041,,3.763,1.6922,,0.0434,2050.0
51288.42,2971.4,382.6,101.76,1.0007,0.541,0.0841,0.5858,9.53e-06,36.78,18.121,7.48,0.13901,260.4,3.25,0.9926,7.36,68.8,1.21e-06,12.737,,25.81,7.392,9.2262,0.1162,3.2388,,9.786,8.068,1.808,0.1154,2.5439,13.56,,0.27,3.362e-05,1.002,,3.64,1.7187,,0.04485,2024.0
50744.15,2922.24,375.5,99.9,1.0001,0.5342,0.08451,0.5824,9.52e-06,35.92,17.935,7.563,0.13817,264.7,3.364,0.9867,11.4,68.8,1.19e-06,12.363,,25.42,7.362,9.1204,0.1093,3.0468,,9.957,8.01,1.7987,0.1147,2.4436,13.023,,0.2652,3.424e-05,1.0018,,3.508,1.6034,,0.04356,1986.0
51568.22,2992.62,381.7,104.01,1.0001,0.545,0.08615,0.5969,9.65e-06,36.76,18.533,7.819,0.13742,267.7,3.864,0.9939,11.259,70.41,1.32e-06,12.519,,26.09,7.226,9.4712,0.1101,3.08,,10.418,8.091,1.8446,0.1165,2.5854,13.678,,0.2705,3.543e-05,1.0017,,3.669,1.636,,0.04444,2043.0
51728.85,3112.59,388.5,103.47,1.0001,0.5425,0.08612,0.5914,9.67e-06,37.46,18.722,7.923,0.13765,267.9,3.704,0.9987,11.138,70.16,1.37e-06,12.485,,27.19,7.215,9.6543,0.1093,3.2065,,10.375,8.117,1.9046,0.1166,2.5914,15.695,,0.2892,3.672e-05,1.0003,,3.881,1.6455,,0.04502,2050.0
54476.47,3175.94,401.6,109.9,0.9992,0.5506,0.08923,0.6191,1.006e-05,39.29,19.083,8.109,0.13983,274.7,4.097,1.059,10.612,71.93,1.81e-06,12.937,,27.77,7.589,10.1457,0.1115,3.3085,,11.138,8.142,1.9283,0.118,2.9093,16.29,,0.2941,4.329e-05,0.9993,,3.824,1.6705,,0.05065,2102.0
57037.34,3242.36,394.6,108.36,0.9996,0.5861,0.09758,0.6239,1.089e-05,39.26,19.023,8.371,0.14288,292.8,3.941,1.0284,10.832,73.97,2.67e-06,13.017,,28.13,7.181,9.9448,0.1081,3.3461,,11.21,7.667,1.8958,0.1229,2.9533,19.117,,0.2797,5.092e-05,0.9988,,3.705,1.6148,,0.04886,2158.0
62432.1,3383.1,414.6,119.03,0.9988,0.575,0.11585,0.6287,1.171e-05,40.33,19.43,8.342,0.14214,296.4,3.897,1.009,10.927,74.48,3.18e-06,12.638,,29.57,8.002,12.3656,0.1133,3.3373,,11.397,7.715,1.8999,0.121,3.0802,28.804,,0.287,5.631e-05,0.998,,3.767,1.5834,,0.04861,2174.0
61130.98,3340.09,399.4,125.68,0.9994,0.5867,0.11732,0.6547,1.256e-05,40.97,19.274,8.261,0.14049,297.6,3.877,1.0014,11.124,79.92,2.74e-06,12.598,,28.87,7.528,11.7124,0.1145,3.1958,,11.282,8.145,1.9445,0.122,2.8963,26.708,,0.2814,5.375e-05,0.9969,,3.7,1.6769,,0.04776,2092.0
62387.9,3433.43,407.4,129.43,0.9992,0.6013,0.13934,0.7195,1.687e-05,42.67,20.051,8.661,0.14148,316.3,3.957,1.0249,11.565,84.87,3.99e-06,12.953,,30.33,7.842,11.8504,0.1167,3.2066,,11.641,8.2,1.988,0.1271,2.9688,26.822,,0.3217,8.76e-05,0.998,,3.757,1.6903,,0.04877,2105.0
61987.28,3421.4,410.9,130.02,0.9992,0.6442,0.14196,0.7416,2.259e-05,44.35,21.398,9.463,0.1412,501.1,4.484,1.0946,12.609,94.49,4.38e-06,13.292,,34.31,7.651,12.1373,0.1154,3.2345,,12.199,9.303,2.0248,0.1383,2.9722,26.932,,0.3182,0.00013335,0.9973,,3.988,1.621,,0.05134,2140.0
63113.97,3487.81,414.5,130.16,0.9995,0.6271,0.15347,0.7279,2.252e-05,42.58,20.507,9.781,0.14065,470.5,4.432,1.0893,12.638,90.7,5.93e-06,13.181,,33.6,7.558,11.5984,0.1129,3.3193,,12.152,10.508,2.0439,0.1357,3.0466,30.254,,0.3199,0.00014625,0.9988,,3.988,1.559,,0.04909,2093.0
68245.71,3627.76,418.4,133.27,0.9987,0.6477,0.18196,0.7701,3.591e-05,43.08,20.416,9.862,0.14026,473.5,4.34,1.1445,12.358,88.95,7.01e-06,13.373,,35.96,7.375,12.0856,0.1172,3.133,,12.48,10.017,1.9823,0.1459,3.029,28.573,,0.3077,0.00014438,0.9979,,3.909,1.4868,,0.0495,2093.0
63724.01,3553.65,394.1,125.31,0.9987,0.5912,0.15304,0.6923,3.514e-05,39.43,18.973,9.32,0.13585,401.0,4.245,1.0333,13.184,81.93,6.31e-06,14.066,,34.18,6.896,13.6598,0.1114,2.9029,1.547,12.0,8.88,1.9659,0.1322,2.7324,30.838,,0.2779,0.00011573,0.9964,,4.514,1.3962,,0.0443,1995.0
66074.04,3818.59,429.4,130.79,0.9992,0.6121,0.15784,0.7349,3.327e-05,41.56,20.085,10.544,0.13775,415.8,5.895,1.1182,15.406,85.87,7.2e-06,15.345,,37.3,9.304,13.6846,0.1258,3.1464,1.845,14.222,10.053,2.0538,0.1385,2.8403,35.829,,0.3247,0.00013059,1.0013,,4.545,1.4749,,0.04695,2083.0
66823.17,3868.76,474.6,143.82,0.9984,0.627,0.15764,0.7427,3.15e-05,43.2,20.091,10.402,0.13709,432.1,5.521,1.1605,14.875,88.0,6.81e-06,14.911,,37.9,9.973,13.2399,0.1337,3.3403,1.7082,13.893,9.922,2.1645,0.142,2.9051,37.431,,0.3455,0.0001395,1.0023,,4.661,1.5799,,0.04835,2102.0
68124.19,3883.36,485.8,144.79,0.9977,0.62,0.16457,0.7228,3.518e-05,42.61,19.699,10.637,0.13662,436.5,5.745,1.1254,14.582,88.32,9.01e-06,14.648,,38.06,10.45,13.2203,0.1305,3.3736,2.1575,13.408,11.452,2.1336,0.1416,2.8314,42.705,,0.3397,0.00023206,1.0001,,4.484,1.5439,,0.04733,2090.0
68313.27,3905.21,488.3,144.29,0.9978,0.6197,0.17875,0.7416,3.495e-05,42.92,19.972,10.493,0.13579,432.2,6.193,1.1566,14.184,90.67,8.76e-06,14.762,,37.24,12.401,13.148,0.1306,3.5284,2.168,13.347,11.06,2.0962,0.1422,2.8067,43.485,,0.4522,0.00023845,1.0017,,4.697,1.5838,,0.04934,2416.0
68955.88,3878.47,528.9,144.39,0.999,0.608,0.16997,0.7166,3.286e-05,42.05,21.68,10.261,0.13377,423.4,5.947,1.2283,14.233,87.43,8.54e-06,14.136,,36.14,11.37,12.7445,0.1259,3.4147,2.1353,13.171,10.685,2.068,0.1398,2.9558,41.247,,0.4368,0.00027246,0.9999,,4.537,1.5553,,0.04794,2817.0
72078.1,4064.8,523.0,148.83,0.9997,0.723,0.182,0.7754,3.386e-05,49.09,21.277,11.043,0.13372,448.4,6.679,1.2403,14.437,103.86,9.04e-06,15.035,,37.98,11.478,13.4636,0.1327,3.6449,2.1086,13.705,11.18,2.083,0.1576,3.0679,39.589,,0.4345,0.00029796,0.9982,,4.583,1.5717,,0.0504,2607.0
71452.01,3979.96,537.5,151.05,0.9998,0.688,0.16816,0.7481,3.22e-05,55.48,20.704,10.736,0.13142,435.0,8.078,1.1818,14.063,97.52,8.28e-06,14.723,,36.87,11.399,13.3756,0.1331,3.6096,2.1639,13.41,10.906,2.0173,0.1493,3.0382,37.89,,0.4457,0.00026973,0.9993,,4.361,1.5993,,0.04873,2632.0
73072.41,4004.79,630.5,163.9,0.9994,0.6891,0.16897,0.7638,3.202e-05,54.79,20.751,11.374,0.13194,442.5,7.761,1.2704,14.227,97.24,9.03e-06,14.503,,36.52,11.34,13.1493,0.1325,3.4672,2.645,14.114,10.625,2.1152,0.1508,3.0874,37.71,,0.4409,0.00026855,1.0027,,4.416,1.6212,,0.04912,2893.0
71388.94,3881.7,603.2,176.65,1.0002,0.669,0.17719,0.7509,3.221e-05,53.95,20.88,11.558,0.12913,440.5,8.861,1.2221,13.947,94.08,9.96e-06,13.927,,35.08,11.838,14.297,0.1271,3.3195,3.1568,13.68,10.504,2.0155,0.1445,2.9277,38.677,,0.4372,0.00027777,1.0005,,4.204,1.5672,,0.0473,2899.0
69499.85,3742.19,632.7,183.95,0.9999,0.6342,0.16357,0.7274,2.99e-05,58.36,19.63,10.81,0.12633,416.7,7.487,1.1414,13.066,89.75,8.92e-06,12.885,,33.3,11.074,15.1265,0.1206,3.0689,2.8142,12.634,9.775,1.8879,0.1369,2.7916,35.267,,0.412,0.00026672,1.0008,,3.819,1.4927,,0.04462,2826.0
65300.63,3523.09,576.4,182.05,1.0007,0.6031,0.14253,0.6591,2.54e-05,53.44,18.115,9.682,0.12527,388.6,6.727,1.0424,12.029,84.12,7.43e-06,12.234,,30.69,10.288,13.3133,0.1108,2.8545,2.2289,11.931,8.836,1.7566,0.1292,2.6027,32.4,,0.3679,0.00021405,0.9984,,3.554,1.6342,,0.04046,2850.0
68393.48,3644.71,571.7,201.86,1.0007,0.6191,0.15428,0.6814,2.955e-05,58.45,18.666,10.083,0.12624,402.6,8.244,1.0886,12.422,85.93,7.84e-06,12.579,,31.95,13.144,14.026,0.1163,2.9641,3.0393,12.276,9.175,1.7363,0.1322,2.774,37.606,,0.4224,0.00022328,0.997,,3.583,1.6185,,0.04209,3280.0
67609.99,3520.46,555.4,195.92,1.0001,0.6453,0.14353,0.6603,2.684e-05,60.65,18.301,9.902,0.12408,401.0,7.026,1.0304,11.877,86.77,6.82e-06,12.373,,31.43,11.759,14.4255,0.1119,2.8391,2.5519,11.723,8.871,1.6232,0.1348,2.6575,32.973,,0.3905,0.0001928,0.9975,,3.302,1.5236,,0.04073,3045.0
61937.4,3158.64,507.7,169.82,1.0005,0.5845,0.12881,0.5864,2.489e-05,53.63,16.805,8.766,0.11244,358.8,6.354,0.9319,10.614,78.45,6.6e-06,10.917,,27.72,10.683,15.4392,0.1014,2.5808,2.3178,10.892,7.998,1.6247,0.1207,2.6924,31.138,,0.3733,0.00017703,0.9974,,3.442,1.6464,,0.03797,2777.0
67840.51,3516.53,556.8,191.77,0.9999,0.6107,0.15209,0.6396,2.775e-05,57.06,18.412,9.483,0.12071,410.0,6.912,1.0081,11.913,84.65,8.39e-06,11.923,,30.59,11.7,15.5934,0.1114,2.9054,2.6042,11.755,8.637,1.7458,0.1307,3.4184,35.18,,0.4044,0.00023268,0.9996,,3.55,1.7537,,0.04242,3043.0
65501.27,3492.85,553.8,179.46,1.0004,0.6404,0.15537,0.6318,2.72e-05,53.82,18.458,9.179,0.12115,414.4,6.449,0.9956,12.183,85.75,7.9e-06,12.738,,30.3,10.757,15.0316,0.11,2.8546,2.2855,11.635,9.022,1.6843,0.1333,3.2845,35.431,,0.3808,0.00021402,0.9994,,3.427,1.8264,,0.04157,3377.0
63796.64,3336.35,553.8,175.21,0.9998,0.6115,0.15292,0.6147,2.654e-05,53.44,18.367,8.936,0.11737,431.4,6.491,0.9732,11.759,83.4,7.42e-06,13.352,,29.34,10.696,16.2534,0.1067,2.7357,2.2315,11.416,8.724,1.6041,0.1283,3.4484,34.768,,0.3665,0.00022642,0.9987,,3.426,1.7313,,0.0404,3130.0
63990.01,3329.53,551.9,172.65,0.9998,0.6167,0.1619,0.6232,2.712e-05,53.45,18.063,8.968,0.11823,455.9,6.617,0.9792,11.614,85.26,7.31e-06,13.479,,30.26,10.664,16.1433,0.1065,2.938,2.2779,11.339,8.629,1.5952,0.1327,3.6122,36.116,,0.3647,0.00022838,0.9991,,3.428,1.6445,,0.04108,3050.0
67209.99,3454.98,567.7,183.88,1.0001,0.6325,0.17651,0.6468,2.807e-05,55.68,18.518,9.37,0.12014,485.1,7.001,1.0116,12.039,89.65,7.82e-06,15.129,,31.56,10.927,16.34,0.1099,2.9721,2.8202,11.611,8.913,1.6707,0.135,3.6623,37.621,,0.3882,0.00023992,0.9996,,3.706,1.6783,,0.04255,3153.0
69880.01,3590.42,587.0,188.99,0.9997,0.6406,0.17526,0.6567,2.87e-05,57.76,19.375,9.735,0.12043,487.4,7.45,1.0456,12.429,90.58,8.09e-06,17.655,,32.45,11.041,17.3341,0.1171,3.0889,2.684,12.182,9.374,1.7231,0.1366,3.6217,42.53,,0.4029,0.00024076,0.9995,,3.858,1.7036,,0.0447,3299.0
69988.0,3587.33,580.4,190.46,1.0001,0.6317,0.1823,0.665,3.064e-05,55.78,20.007,9.689,0.12079,479.3,7.663,1.046,12.692,95.77,8.04e-06,19.019,,32.13,11.111,18.0702,0.1203,3.0055,3.2483,12.215,9.441,1.7008,0.1381,3.4623,41.137,,0.3983,0.00024107,0.9991,,3.914,1.8858,,0.045,3213.0
69469.99,3501.19,574.3,186.33,1.0006,0.6118,0.19047,0.6478,3.018e-05,54.1,19.289,9.445,0.11933,539.1,7.255,1.0087,12.246,93.55,7.63e-06,18.392,,31.77,11.227,17.6881,0.1138,2.9467,3.0512,12.629,9.124,1.6548,0.1337,3.3691,42.699,,0.4007,0.00022511,0.9985,,3.671,2.0754,,0.04429,3296.0
70780.6,3560.49,583.4,189.63,0.9999,0.6244,0.22001,0.6511,3.202e-05,54.63,19.148,9.522,0.12044,567.4,7.191,1.0021,12.749,94.11,8.03e-06,18.035,,32.52,11.174,17.379,0.1162,2.9366,3.7521,12.295,9.301,1.6668,0.1379,3.4386,41.485,,0.4123,0.00025199,0.9988,,3.725,2.0219,,0.04672,3634.0
69850.54,3509.74,612.5,192.01,0.9994,0.6301,0.213,0.6643,3.079e-05,53.33,18.967,9.601,0.11989,620.6,6.974,0.9907,12.642,109.06,7.74e-06,17.203,,34.16,10.951,17.2093,0.116,3.104,3.9197,12.518,9.644,1.6437,0.1428,3.6594,39.073,,0.3931,0.0002402,1.004,,3.617,1.903,,0.04704,3664.0
69582.18,3505.64,600.7,194.2,0.9996,0.6212,0.19912,0.6436,2.982e-05,52.93,18.933,9.429,0.12256,597.6,6.938,0.9795,12.607,102.84,8.13e-06,17.882,,32.89,10.672,16.608,0.1135,3.08,4.2673,12.257,9.437,1.6413,0.1391,3.6365,37.758,,0.3887,0.00024322,1.0062,,3.656,1.8805,,0.04488,3747.0
71280.01,3645.29,606.7,202.45,1.0,0.6292,0.22,0.6501,3.074e-05,54.06,19.171,9.647,0.12296,678.7,7.294,1.0033,12.947,105.01,8.8e-06,18.776,,34.28,10.654,17.0751,0.1157,3.0442,4.5773,12.293,9.96,1.6616,0.1411,3.6541,38.755,,0.3926,0.00024812,1.0022,,3.689,1.9137,,0.04611,3924.0
69649.8,3503.8,575.8,192.24,0.9996,0.611,0.20503,0.6212,2.864e-05,51.38,18.358,9.143,0.12051,647.6,6.733,0.9508,12.416,99.2,7.92e-06,18.032,,32.68,10.076,16.687,0.1099,2.8926,4.221,11.63,9.378,1.5679,0.1355,3.6171,35.993,,0.3743,0.0002333,0.9971,,3.496,1.9398,,0.04432,3742.0
65463.99,3278.96,551.4,181.53,0.9998,0.5854,0.18248,0.5807,2.641e-05,46.86,17.952,8.582,0.11662,639.0,6.216,0.9003,11.302,106.75,7.25e-06,17.906,,29.98,9.443,14.7011,0.1036,2.6597,3.8471,10.967,8.575,1.4483,0.1286,3.2902,33.973,,0.3336,0.00020936,0.9984,,3.156,1.733,,0.04101,3752.0
65963.28,3310.83,561.5,185.05,0.9996,0.5742,0.17522,0.5693,2.633e-05,45.89,17.687,8.416,0.11712,592.8,6.596,0.895,10.868,98.33,6.8e-06,17.833,,30.64,9.356,14.1455,0.1025,2.6989,3.6262,10.825,8.422,1.4793,0.1263,3.1326,33.357,,0.329,0.00019861,0.9996,,3.052,1.6681,,0.04081,3793.0
