BTC,ETH,BNB,SOL,USDC,XRP,DOGE,ADA,SHIB,AVAX,LINK,DOT,TRX,BCH,NEAR,MATIC,UNI,LTC,PEPE,ICP,DAI,ETC,RNDR,APT,HBAR,IMX,WIF,ATOM,FIL,ARB,XLM,STX,AR,XMR,GRT,FLOKI,FDUSD,TAO,OP,SUI,NOT,VET,MKR
25905.19,1742.57,231.3,15.19,0.9999,0.5251,0.06143,0.2748,6.66e-06,11.52,5.16,4.535,0.07115,102.7,1.198,0.6432,4.3,77.5,9.1e-07,3.728,,15.14,1.938,6.2557,0.0452,0.621,,8.738,3.526,0.9788,0.083,0.5181,5.14,140.2,0.0993,2.151e-05,,,1.133,0.6633,,0.01591,628.0
25934.25,1740.12,244.2,15.04,1.0001,0.5192,0.06175,0.2752,6.79e-06,11.8,5.3,4.627,0.07192,105.3,1.199,0.6451,4.289,77.5,9.1e-07,3.968,,15.27,1.929,6.2572,0.0468,0.622,,8.649,3.658,0.9932,0.0825,0.514,5.2,136.5,0.0984,2.214e-05,,,1.154,0.6983,,0.01603,635.0
25128.6,1650.95,237.9,14.48,1.0001,0.4801,0.06038,0.2633,6.56e-06,11.38,5.25,4.569,0.071,101.7,1.177,0.6193,4.405,73.15,8.8e-07,3.786,,14.75,1.807,6.0222,0.0453,0.579,,8.502,3.565,0.9418,0.0792,0.4886,5.0,133.9,0.0969,2.141e-05,,,1.085,0.6506,,0.01539,628.0
25598.49,1666.96,236.4,14.77,1.0009,0.4801,0.06153,0.262,6.75e-06,11.41,5.312,4.374,0.07098,104.9,1.196,0.5907,4.428,74.6,8.9e-07,3.962,,15.08,1.876,6.225,0.0428,0.616,,8.665,3.661,0.9504,0.0764,0.5399,4.98,134.3,0.0974,2.153e-05,,,1.111,0.649,,0.01499,647.0
26345.0,1717.92,239.3,15.31,1.0007,0.4759,0.06219,0.2632,6.83e-06,11.55,5.324,4.422,0.07053,108.1,1.214,0.5903,4.553,76.13,9.6e-07,3.994,,15.25,1.923,6.2968,0.0444,0.619,,8.764,3.694,0.9754,0.0775,0.5504,5.1,134.7,0.0985,2.19e-05,,,1.129,0.7072,,0.0147,679.0
26516.99,1727.76,244.5,15.64,1.0004,0.4794,0.0622,0.2667,6.98e-06,11.62,5.279,4.53,0.07164,106.7,1.258,0.6135,4.53,76.86,1e-06,3.98,,15.34,2.085,6.996,0.0457,0.631,,8.903,3.708,0.994,0.0797,0.5626,5.02,136.5,0.1022,2.245e-05,,,1.133,0.7541,,0.01501,669.0
26339.97,1720.95,244.1,15.45,1.0002,0.4868,0.06212,0.261,7.21e-06,11.34,5.156,4.536,0.07016,107.0,1.236,0.5971,4.482,77.19,9.4e-07,3.96,,15.23,1.969,6.73,0.0452,0.62,,8.568,3.681,0.9943,0.0795,0.5551,4.94,137.3,0.0994,2.177e-05,,,1.1,0.7207,,0.01486,673.0
26844.35,1737.11,243.1,16.1,1.0002,0.4936,0.06245,0.2634,7.23e-06,11.47,5.133,4.53,0.06999,106.8,1.242,0.6147,4.481,77.48,9.4e-07,3.955,,15.39,2.063,6.9392,0.045,0.626,,8.599,3.688,1.0073,0.08,0.5933,4.88,138.3,0.1003,2.197e-05,,,1.133,0.7851,,0.01516,707.0
28307.99,1791.99,247.7,16.64,0.9998,0.4929,0.06313,0.2705,7.27e-06,12.12,5.267,4.662,0.07057,110.0,1.298,0.6314,4.572,80.33,1.07e-06,4.171,,15.79,2.08,7.2154,0.049,0.66,,8.77,3.785,1.0834,0.0827,0.7491,5.12,141.8,0.104,2.289e-05,,,1.329,0.8189,,0.01559,729.0
29993.89,1889.11,248.8,17.23,1.0,0.4999,0.06561,0.2862,7.55e-06,12.9,5.556,4.821,0.07233,135.9,1.339,0.6683,4.772,85.05,1.38e-06,4.199,,16.79,2.287,7.4541,0.0504,0.694,,9.038,3.921,1.1405,0.0868,0.8189,5.42,145.0,0.1088,2.589e-05,,,1.433,0.8312,,0.01642,752.0
29884.92,1872.01,240.8,16.62,0.9997,0.4938,0.06555,0.2899,7.8e-06,12.65,5.558,4.825,0.07226,133.5,1.324,0.6558,4.732,85.93,1.55e-06,4.14,,16.62,2.149,7.3567,0.0501,0.696,,9.002,3.921,1.0873,0.0867,0.7746,5.15,149.9,0.1074,2.598e-05,,,1.356,0.803,,0.01686,739.0
30688.5,1892.63,244.3,17.13,0.9994,0.4961,0.06823,0.2966,7.94e-06,13.29,6.07,5.098,0.07315,182.2,1.382,0.6758,4.86,91.26,1.65e-06,4.327,,18.89,2.171,7.6645,0.052,0.739,,9.31,4.042,1.135,0.0895,0.7658,5.35,154.6,0.1122,2.696e-05,,,1.387,0.7984,,0.01876,728.0
30527.43,1874.96,236.4,16.64,0.9996,0.4865,0.06669,0.2892,7.81e-06,13.01,6.133,5.008,0.0722,212.7,1.412,0.6541,4.734,89.71,1.55e-06,4.262,,19.23,2.048,7.3433,0.0512,0.727,,9.385,3.927,1.08,0.0904,0.7357,5.38,156.6,0.1103,2.713e-05,,,1.306,0.7528,,0.01812,681.0
30462.66,1898.8,238.8,16.96,0.9997,0.4903,0.06672,0.2921,7.86e-06,13.44,6.157,5.194,0.07313,194.3,1.4,0.6663,5.43,88.2,1.61e-06,4.328,,18.35,2.067,7.5415,0.0519,0.74,,9.452,4.121,1.1133,0.0916,0.7296,5.55,163.4,0.1139,2.724e-05,,,1.332,0.7451,,0.01838,704.0
30267.99,1858.97,236.1,16.27,0.9998,0.479,0.06474,0.2805,7.55e-06,13.15,6.057,5.024,0.07383,223.7,1.486,0.6456,5.267,87.21,1.51e-06,4.258,,18.61,2.041,7.2835,0.0496,0.726,,9.185,3.956,1.1393,0.0921,0.7329,5.42,163.7,0.1079,2.591e-05,,,1.282,0.7265,,0.01832,688.0
30692.44,1889.58,237.5,16.63,0.9999,0.4838,0.06556,0.2867,7.6e-06,13.2,6.198,5.096,0.07432,229.9,1.476,0.6621,5.279,88.07,1.61e-06,4.333,,18.69,2.061,7.4327,0.0505,0.755,,9.428,4.028,1.2068,0.1028,0.7122,5.5,167.6,0.1091,2.617e-05,,,1.31,0.7203,,0.01898,689.0
30077.41,1828.02,230.6,15.97,1.0001,0.4647,0.06257,0.2669,7.23e-06,12.34,5.815,4.879,0.07375,225.1,1.363,0.6131,4.834,83.02,1.42e-06,4.044,,17.48,1.919,6.9224,0.0476,0.703,,9.126,3.771,1.1212,0.1004,0.6851,5.14,164.7,0.102,2.397e-05,,,1.217,0.6631,,0.01797,677.0
30447.31,1851.99,233.1,17.99,1.0001,0.4747,0.06342,0.2752,7.32e-06,12.67,5.891,4.985,0.07445,253.4,1.35,0.6239,4.922,84.73,1.54e-06,4.044,,18.02,1.975,7.1474,0.0482,0.698,,8.976,3.832,1.129,0.1021,0.6847,5.21,163.9,0.1023,2.431e-05,,,1.221,0.6807,,0.01876,687.0
30472.0,1933.79,240.3,18.86,1.0002,0.4729,0.06646,0.2869,7.55e-06,13.03,6.313,5.18,0.0762,304.2,1.385,0.6614,5.272,108.7,1.62e-06,4.096,,20.92,2.037,7.2415,0.0507,0.743,,9.289,3.948,1.1638,0.1107,0.6914,5.49,168.4,0.1054,2.844e-05,,,1.334,0.6891,,0.0197,831.0
30585.9,1924.5,247.9,18.7,1.0002,0.4732,0.06851,0.2924,7.64e-06,12.99,6.503,5.351,0.07726,291.3,1.485,0.6768,5.587,107.1,1.56e-06,4.222,,20.88,2.06,7.3893,0.0507,0.742,,9.559,4.107,1.1514,0.1075,0.6998,5.72,167.0,0.1054,2.775e-05,,,1.347,0.6893,,0.02049,842.0
30617.03,1937.48,246.5,19.45,1.0001,0.4845,0.06801,0.2916,7.66e-06,13.13,6.54,5.496,0.07603,299.2,1.467,0.6819,5.568,113.58,1.58e-06,4.196,,20.38,2.023,7.3288,0.0501,0.755,,9.599,4.109,1.1511,0.1073,0.6987,5.88,168.7,0.1182,2.672e-05,,,1.333,0.6907,,0.02041,859.0
31156.2,1955.54,246.5,19.26,0.9999,0.489,0.06845,0.2967,7.77e-06,13.25,6.628,5.431,0.07731,292.2,1.456,0.7148,5.523,107.27,1.84e-06,4.463,,20.07,2.157,7.5138,0.0502,0.766,,9.942,4.734,1.1694,0.1059,0.7434,5.87,169.0,0.1352,2.782e-05,,,1.355,0.7,,0.02044,975.0
30766.51,1936.2,242.5,19.13,0.9998,0.4872,0.0689,0.2924,7.67e-06,13.04,6.521,5.348,0.07703,272.4,1.399,0.6958,5.507,104.27,1.71e-06,4.345,,19.51,2.073,7.6759,0.0485,0.753,,9.684,4.546,1.1488,0.1033,0.6932,6.0,165.9,0.1274,2.667e-05,,,1.283,0.6855,,0.01985,981.0
30504.81,1910.36,238.9,19.0,1.0,0.4777,0.06701,0.2839,7.46e-06,12.67,6.299,5.208,0.07707,272.0,1.355,0.6706,5.408,102.6,1.66e-06,4.243,,19.38,1.963,7.4344,0.0472,0.727,,9.396,4.6,1.1117,0.1006,0.6714,5.82,166.8,0.1193,2.543e-05,,,1.234,0.6624,,0.01921,917.0
29895.43,1846.17,232.2,19.61,1.0,0.4622,0.06485,0.2784,7.14e-06,12.37,6.08,5.014,0.07711,275.0,1.311,0.6604,5.265,95.25,1.54e-06,4.054,,18.71,1.913,7.1066,0.0461,0.692,,9.181,4.318,1.0678,0.096,0.644,5.52,165.6,0.1156,2.448e-05,,,1.185,0.6495,,0.01834,967.0
30344.7,1870.91,235.6,21.5,0.9999,0.4687,0.0654,0.2844,7.32e-06,12.74,6.156,5.119,0.07882,278.3,1.331,0.6765,5.478,98.23,1.57e-06,4.108,,19.22,1.948,7.2245,0.0471,0.707,,9.169,4.403,1.1316,0.0974,0.6515,5.74,165.5,0.116,2.528e-05,,,1.227,0.6613,,0.01866,944.0
30284.63,1865.24,236.3,21.81,0.9998,0.4704,0.06573,0.2907,7.64e-06,13.64,6.196,5.128,0.08007,272.0,1.383,0.6797,5.251,97.79,1.56e-06,4.052,,19.0,1.945,7.0575,0.047,0.706,,9.208,4.338,1.1247,0.0997,0.6439,5.83,167.4,0.1168,2.501e-05,,,1.217,0.6527,,0.01881,932.0
30160.71,1862.8,234.1,21.32,0.9999,0.468,0.06536,0.2844,7.74e-06,13.58,6.15,5.081,0.07748,265.6,1.327,0.6884,5.231,95.08,1.54e-06,4.033,,18.63,1.922,7.0922,0.0471,0.697,,9.426,4.335,1.1245,0.099,0.6386,5.87,165.9,0.1155,2.46e-05,,,1.214,0.6591,,0.01858,961.0
30411.57,1880.4,246.2,21.3,0.9999,0.478,0.06523,0.2878,7.54e-06,13.39,6.167,5.131,0.07754,274.7,1.332,0.7351,5.238,96.72,1.51e-06,4.074,,18.96,1.91,7.0921,0.0475,0.699,,9.242,4.321,1.1193,0.0999,0.6393,5.95,163.6,0.1143,2.517e-05,,,1.2,0.6551,,0.01868,916.0
30622.1,1878.3,248.6,22.07,0.9999,0.4753,0.06528,0.2927,7.53e-06,13.27,6.206,5.214,0.07734,274.0,1.33,0.7427,5.265,96.77,1.51e-06,4.114,,18.88,1.993,7.043,0.0484,0.696,,9.198,4.296,1.1272,0.0985,0.6562,5.86,165.3,0.1143,2.485e-05,,,1.224,0.6556,,0.0188,914.0
30380.0,1871.82,243.9,21.94,1.0,0.471,0.06503,0.289,7.51e-06,13.01,6.252,5.147,0.07784,282.2,1.329,0.7234,5.276,96.21,1.5e-06,4.124,,18.77,1.938,6.9822,0.0483,0.691,,9.069,4.236,1.1219,0.0961,0.6693,5.72,163.5,0.1166,2.475e-05,,,1.217,0.6556,,0.01899,909.0
31454.23,2004.49,256.1,26.01,0.9996,0.8153,0.07042,0.3567,7.97e-06,14.11,7.124,5.545,0.08171,273.9,1.464,0.8502,5.873,101.85,1.72e-06,4.377,,20.19,2.129,7.5703,0.0524,0.767,,9.889,4.672,1.2237,0.1552,0.6846,6.09,165.2,0.123,2.655e-05,,,1.37,0.6978,,0.02022,924.0
30312.01,1937.83,248.1,26.67,0.9994,0.7179,0.06849,0.3277,7.98e-06,14.64,6.958,5.451,0.07988,264.0,1.499,0.8077,5.872,95.13,1.64e-06,4.253,,19.07,2.031,7.3712,0.0511,0.751,,9.787,4.438,1.2144,0.135,0.6499,5.85,160.7,0.1199,2.579e-05,,,1.457,0.6804,,0.01951,866.0
30289.52,1931.41,251.1,27.46,0.9997,0.7145,0.07197,0.326,8.09e-06,14.84,6.918,5.432,0.08082,253.3,1.491,0.7997,5.814,94.78,1.65e-06,4.209,,19.28,2.027,7.4616,0.0521,0.751,,9.712,4.436,1.271,0.1278,0.6467,5.99,164.7,0.1212,2.587e-05,,,1.459,0.6829,,0.01965,891.0
30231.99,1922.11,242.3,27.42,0.9995,0.7468,0.06952,0.3146,7.86e-06,14.29,6.607,5.311,0.0798,249.9,1.446,0.7676,5.724,92.89,1.57e-06,4.085,,18.79,1.943,7.4102,0.0506,0.74,,9.395,4.355,1.2712,0.1313,0.6309,5.66,165.5,0.1184,2.464e-05,,,1.491,0.6726,,0.01939,971.0
30138.0,1911.2,244.1,26.8,0.9999,0.7374,0.06982,0.3118,7.85e-06,14.4,7.186,5.304,0.07997,241.9,1.501,0.7775,5.915,92.2,1.58e-06,4.094,,19.06,1.967,7.8157,0.0519,0.751,,9.431,4.345,1.3052,0.1291,0.6377,5.73,168.1,0.1203,2.45e-05,,,1.481,0.7197,,0.01942,936.0
29859.13,1897.21,240.2,25.54,0.9998,0.7779,0.06866,0.3095,7.72e-06,13.8,6.911,5.181,0.07978,243.6,1.47,0.7383,5.912,91.56,1.52e-06,4.074,,18.74,1.88,7.5953,0.0529,0.729,,9.288,4.28,1.2451,0.1324,0.6332,5.69,166.9,0.1158,2.391e-05,,,1.431,0.7361,,0.01909,924.0
29909.21,1888.63,240.8,26.31,0.9999,0.8199,0.07003,0.3226,7.74e-06,13.99,6.915,5.193,0.08031,244.0,1.466,0.7436,5.873,91.99,1.52e-06,4.06,,18.77,1.863,7.5458,0.0561,0.7235,,9.184,4.259,1.2667,0.1564,0.6282,5.66,165.8,0.1155,2.398e-05,,,1.565,0.71,,0.01909,993.0
29800.0,1891.59,242.8,25.38,1.0,0.7942,0.07062,0.3161,7.69e-06,13.88,8.361,5.355,0.08073,244.0,1.53,0.768,6.015,92.37,1.51e-06,4.05,,18.7,1.87,7.4311,0.0573,0.739,,9.372,4.44,1.2614,0.1632,0.6231,5.95,165.8,0.1172,2.399e-05,,,1.535,0.6885,,0.0191,1034.0
29901.72,1891.73,243.7,25.5,1.0,0.7713,0.07322,0.3127,7.84e-06,13.98,8.133,5.485,0.08043,246.1,1.48,0.7693,6.205,94.09,1.53e-06,4.067,,18.75,1.884,7.5497,0.0554,0.7491,,9.426,4.477,1.233,0.1572,0.6225,5.88,161.9,0.1173,2.406e-05,,,1.509,0.6835,,0.01925,1093.0
29794.0,1866.52,241.1,24.52,1.0,0.7331,0.07047,0.31,7.78e-06,13.53,7.881,5.314,0.0839,239.4,1.444,0.7461,5.992,92.09,1.49e-06,4.135,,18.48,1.833,7.6641,0.0536,0.743,,9.265,4.457,1.2258,0.1556,0.6232,5.9,162.3,0.1155,2.377e-05,,,1.567,0.6936,,0.01929,1109.0
30083.75,1888.73,242.5,24.76,1.0,0.7384,0.0718,0.3171,7.85e-06,13.54,7.89,5.391,0.08337,249.5,1.455,0.757,6.14,93.16,1.51e-06,4.215,,18.7,1.856,7.5724,0.0534,0.7667,,9.278,4.562,1.2511,0.1559,0.6254,6.13,163.8,0.1177,2.394e-05,,,1.581,0.6787,,0.01962,1089.0
29176.5,1850.0,238.9,23.37,1.0001,0.7021,0.0742,0.3053,7.66e-06,13.11,7.586,5.209,0.08148,238.4,1.38,0.728,5.78,89.14,1.35e-06,4.015,,18.1,1.75,7.0528,0.0519,0.7076,,9.005,4.523,1.1862,0.1456,0.5923,5.66,161.1,0.1121,2.211e-05,,,1.509,0.6366,,0.01869,1068.0
29228.91,1857.66,237.7,23.27,1.0001,0.7089,0.08185,0.3037,7.92e-06,13.33,7.392,5.175,0.0819,237.1,1.348,0.708,5.792,89.45,1.3e-06,4.019,,18.08,1.771,6.9755,0.0523,0.7073,,8.955,4.402,1.1687,0.1449,0.5953,5.61,162.9,0.1103,2.261e-05,,,1.451,0.6367,,0.01855,1137.0
29351.96,1872.0,239.0,25.17,1.0001,0.7161,0.07793,0.3069,7.86e-06,13.27,7.742,5.235,0.08242,242.2,1.365,0.7223,5.843,90.64,1.33e-06,4.083,,18.3,1.762,7.0208,0.0523,0.7174,,8.988,4.331,1.1976,0.1557,0.6059,5.63,163.0,0.1116,2.234e-05,1.0008,,1.513,0.6346,,0.01865,1185.0
29222.78,1861.28,240.6,25.1,1.0002,0.7139,0.07761,0.3077,7.8e-06,13.15,7.989,5.239,0.08265,245.2,1.379,0.7171,5.874,90.6,1.35e-06,4.214,,18.39,1.767,7.0773,0.0518,0.7288,,8.914,4.431,1.1729,0.1593,0.5955,5.63,162.1,0.1116,2.231e-05,1.0007,,1.497,0.6306,,0.01856,1165.0
29314.14,1874.19,241.9,24.82,1.0001,0.712,0.07717,0.3099,8.17e-06,13.22,7.77,5.219,0.08506,241.2,1.39,0.7091,6.011,91.44,1.33e-06,4.314,,18.47,1.806,7.0691,0.0526,0.7455,,9.024,4.394,1.1736,0.1598,0.5976,5.63,163.0,0.1119,2.235e-05,1.0005,,1.478,0.6296,,0.01867,1181.0
29352.9,1880.46,242.4,25.17,1.0,0.7121,0.08023,0.313,8.52e-06,13.23,7.842,5.248,0.08322,241.8,1.406,0.7185,6.323,94.32,1.35e-06,4.334,,18.61,1.805,7.1373,0.0538,0.7513,,9.077,4.419,1.1823,0.1583,0.6008,5.59,163.1,0.1124,2.294e-05,1.0007,,1.509,0.6385,,0.01887,1283.0
29281.09,1861.79,242.5,24.25,1.0001,0.7046,0.07802,0.3156,8.28e-06,13.12,7.555,5.184,0.07999,253.0,1.396,0.6974,6.418,94.03,1.3e-06,4.27,,18.87,1.785,7.0179,0.0529,0.7511,,9.008,4.314,1.1585,0.1565,0.5981,5.5,160.3,0.11,2.221e-05,1.0008,,1.624,0.6202,,0.01872,1251.0
29232.25,1856.14,241.0,23.73,1.0001,0.6976,0.07786,0.307,8.46e-06,12.82,7.547,5.109,0.07792,247.9,1.37,0.6877,6.528,92.28,1.24e-06,4.214,,18.5,1.75,7.0338,0.0522,0.7653,,8.862,4.258,1.1693,0.15,0.588,5.45,161.2,0.1102,2.211e-05,1.0,,1.613,0.632,,0.01862,1226.0
29705.99,1873.47,247.7,24.05,1.0005,0.7069,0.07815,0.3103,8.43e-06,12.89,7.641,5.208,0.07866,245.1,1.415,0.7021,6.686,93.94,1.3e-06,4.253,,18.53,1.794,7.0694,0.0518,0.7998,,8.98,4.282,1.1627,0.1537,0.6139,5.58,160.3,0.1119,2.278e-05,1.001,,1.65,0.6467,,0.0189,1338.0
29186.01,1839.9,240.7,23.15,1.0006,0.685,0.07422,0.2993,8.15e-06,12.55,7.351,5.061,0.07632,229.1,1.398,0.6804,6.158,87.54,1.22e-06,4.142,,18.08,1.764,6.8616,0.0527,0.7553,,8.717,4.261,1.1333,0.144,0.6091,5.35,160.1,0.1095,2.222e-05,1.0005,,1.638,0.614,,0.01826,1297.0
29193.64,1835.81,241.1,22.65,1.0008,0.663,0.07358,0.2922,8.28e-06,12.44,7.125,4.979,0.07714,225.2,1.36,0.6677,6.098,82.55,1.2e-06,4.043,,17.93,1.766,6.7725,0.0535,0.7541,,8.616,4.106,1.1292,0.139,0.6083,5.26,160.4,0.1067,2.181e-05,1.0011,,1.714,0.5929,,0.01797,1291.0
29113.99,1830.23,241.7,22.8,1.0014,0.6356,0.07347,0.2935,8.69e-06,12.41,7.143,4.993,0.07679,227.7,1.341,0.6643,6.07,82.2,1.16e-06,4.034,,17.93,1.732,6.7017,0.0532,0.7382,,8.479,4.095,1.1577,0.1364,0.5848,5.21,158.6,0.1049,2.17e-05,1.0013,,1.687,0.5923,,0.0179,1304.0
29072.13,1836.48,243.2,22.65,1.0009,0.6288,0.07571,0.2938,9.97e-06,12.45,7.231,4.974,0.07754,226.7,1.354,0.6674,6.091,83.12,1.15e-06,4.016,,17.94,1.615,6.7201,0.0525,0.7402,,8.507,4.102,1.1373,0.1391,0.5783,5.28,159.7,0.105,2.277e-05,1.0009,,1.69,0.5923,,0.01787,1247.0
29088.42,1830.28,243.2,23.2,1.0015,0.624,0.07427,0.2923,9.37e-06,12.59,7.102,5.005,0.07699,223.1,1.339,0.6673,5.954,82.57,1.15e-06,4.121,,17.83,1.626,6.7128,0.0578,0.7387,,8.486,4.164,1.1384,0.1394,0.5777,5.24,159.8,0.1047,2.269e-05,1.0008,,1.702,0.5921,,0.01772,1222.0
29211.06,1829.1,242.1,23.12,1.0011,0.6236,0.07354,0.291,8.98e-06,12.47,7.324,4.971,0.07685,237.7,1.34,0.6665,5.876,82.49,1.11e-06,4.098,,17.71,1.596,6.6722,0.0566,0.7343,,8.499,4.107,1.1345,0.1429,0.5779,5.2,158.4,0.1054,2.211e-05,1.0006,,1.798,0.5831,,0.01771,1220.0
29770.42,1856.3,245.2,24.22,1.0004,0.6418,0.07496,0.2974,9.53e-06,12.68,7.461,5.059,0.07677,238.4,1.36,0.6854,6.081,83.86,1.17e-06,4.104,,17.94,1.63,6.704,0.0621,0.7321,,8.521,4.143,1.1603,0.1429,0.5945,5.27,158.9,0.1081,2.224e-05,1.0006,,1.68,0.594,,0.01791,1211.0
29581.99,1855.35,243.8,24.38,1.0007,0.6433,0.07541,0.3013,9.62e-06,12.62,7.678,5.059,0.07674,238.7,1.349,0.6902,6.249,84.08,1.24e-06,4.081,,17.85,1.664,7.4094,0.0598,0.7248,,8.545,4.15,1.1761,0.1416,0.5849,5.3,157.3,0.1084,2.229e-05,1.0005,,1.551,0.5951,,0.01779,1212.0
29455.75,1852.47,241.5,24.62,1.0011,0.6331,0.07588,0.2965,9.92e-06,12.48,7.619,5.006,0.07734,231.9,1.336,0.6854,6.191,83.14,1.24e-06,4.03,,17.74,1.69,7.1614,0.0577,0.7176,,8.416,4.141,1.1603,0.1389,0.5819,5.02,156.1,0.1069,2.241e-05,1.0005,,1.58,0.6053,,0.01808,1259.0
29426.03,1848.84,239.7,24.62,1.0011,0.6318,0.07574,0.2933,1.052e-05,12.44,7.492,5.007,0.07723,229.1,1.333,0.6811,6.201,83.58,1.25e-06,4.035,,17.64,1.68,7.0952,0.0566,0.7115,,8.349,4.11,1.1588,0.1397,0.5819,4.94,156.9,0.1057,2.281e-05,1.0005,,1.589,0.6049,,0.0181,1250.0
29430.17,1849.93,240.3,24.91,1.0006,0.6276,0.0767,0.2919,1.067e-05,12.39,7.442,5.04,0.07751,228.7,1.343,0.6822,6.224,83.47,1.36e-06,4.046,,17.73,1.67,7.1997,0.0563,0.7069,,8.421,4.129,1.1639,0.1379,0.586,5.2,158.0,0.1059,2.326e-05,1.0001,,1.551,0.6074,,0.01792,1225.0
29303.84,1840.73,240.2,24.23,1.0008,0.6256,0.07479,0.2894,1.023e-05,12.27,7.369,4.987,0.07711,228.4,1.34,0.6773,6.086,81.92,1.36e-06,4.03,,17.53,1.651,7.0542,0.0569,0.6919,,8.375,4.096,1.141,0.1378,0.5824,5.24,158.2,0.1064,2.297e-05,0.9998,,1.54,0.5983,,0.01808,1245.0
29430.93,1845.5,240.4,25.18,1.001,0.6343,0.07469,0.2906,1.019e-05,12.37,7.412,4.989,0.07748,230.2,1.337,0.6796,6.261,82.11,1.4e-06,4.053,,17.51,1.719,7.0745,0.0654,0.7021,,8.516,4.077,1.1417,0.1362,0.5844,5.42,158.6,0.1089,2.385e-05,0.9998,,1.53,0.5993,,0.01861,1251.0
29200.0,1828.98,236.7,23.9,1.001,0.6104,0.07093,0.282,9.93e-06,11.83,7.043,4.818,0.07634,228.9,1.281,0.6389,5.953,79.26,1.26e-06,3.832,,16.71,1.623,6.5288,0.0677,0.6582,,8.109,3.857,1.1301,0.1303,0.553,5.18,155.4,0.103,2.297e-05,1.0003,,1.47,0.5606,,0.01763,1232.0
28730.51,1807.81,232.0,22.82,1.0012,0.5889,0.06717,0.2747,9.21e-06,11.38,6.762,4.672,0.07465,208.2,1.21,0.6238,5.459,74.56,1.16e-06,3.702,,16.24,1.569,6.1833,0.0626,0.634,,7.802,3.729,1.049,0.1267,0.5151,4.88,154.0,0.0988,2.128e-05,1.0006,,1.411,0.5271,,0.01689,1133.0
26623.41,1681.49,218.1,21.66,1.0003,0.5064,0.06102,0.2553,8.13e-06,10.57,6.189,4.429,0.07265,184.2,1.12,0.5718,4.989,64.77,1.08e-06,3.405,,14.93,1.443,5.6818,0.0576,0.59,,7.387,3.438,0.9845,0.1132,0.4646,4.7,141.6,0.0882,1.808e-05,0.9992,,1.365,0.475,,0.01567,1088.0
26054.0,1661.59,216.1,21.34,1.0003,0.5062,0.06326,0.264,8.59e-06,10.81,6.176,4.51,0.07297,187.5,1.143,0.5776,4.907,63.98,1.08e-06,3.506,,15.43,1.424,5.8317,0.0591,0.5982,,7.571,3.501,1.007,0.1167,0.4785,4.32,143.5,0.0905,1.841e-05,1.0,,1.44,0.484,,0.01601,1070.0
26100.01,1669.67,216.8,21.9,1.0003,0.5199,0.06379,0.2688,8.44e-06,10.81,6.181,4.517,0.07408,187.1,1.166,0.577,4.909,64.18,1.13e-06,3.561,,15.56,1.419,6.0198,0.0653,0.6172,,7.703,3.571,1.0211,0.1238,0.4923,4.45,144.4,0.094,1.875e-05,1.0003,,1.474,0.5598,,0.01604,1103.0
26189.99,1685.24,216.5,21.77,1.0,0.5384,0.06384,0.2703,8.31e-06,10.86,6.22,4.519,0.07591,188.9,1.168,0.5801,4.903,65.25,1.12e-06,3.586,,15.57,1.429,6.0691,0.0613,0.6102,,7.866,3.564,1.0292,0.1297,0.4885,4.5,147.3,0.094,1.892e-05,1.0003,,1.473,0.5437,,0.01636,1110.0
26126.92,1667.55,210.4,21.2,1.0001,0.5245,0.06252,0.2628,7.98e-06,10.36,6.174,4.427,0.0751,185.7,1.131,0.5571,4.765,67.0,1.09e-06,3.489,,15.79,1.385,5.9445,0.0613,0.6035,,7.546,3.415,0.9942,0.1248,0.4726,4.4,149.6,0.0923,1.837e-05,1.0003,,1.528,0.5142,,0.01613,1092.0
26056.0,1634.99,210.9,20.59,1.0005,0.521,0.06259,0.2588,8e-06,10.15,6.112,4.423,0.07548,184.9,1.172,0.5489,4.67,64.83,1.08e-06,3.425,,15.52,1.39,5.8466,0.059,0.577,,7.401,3.393,0.9821,0.1207,0.4719,4.39,145.5,0.091,1.807e-05,1.0003,,1.576,0.5359,,0.01598,1043.0
26432.72,1679.61,216.6,21.74,1.0002,0.5301,0.06379,0.2681,8.32e-06,10.33,6.352,4.489,0.0776,193.8,1.21,0.5571,4.765,65.64,1.11e-06,3.601,,16.2,1.452,6.0185,0.0618,0.5724,,7.429,3.452,1.009,0.1275,0.485,4.43,143.0,0.0926,1.851e-05,1.0003,,1.562,0.6019,,0.01633,1074.0
26180.05,1661.16,219.0,21.06,1.0004,0.5187,0.06308,0.2659,8.21e-06,10.12,6.084,4.424,0.07664,194.2,1.195,0.5471,4.659,64.88,9.5e-07,3.601,,16.04,1.464,5.8182,0.0593,0.5816,,7.206,3.3,0.9812,0.1239,0.4749,4.16,138.6,0.0918,1.801e-05,1.0003,,1.586,0.5727,,0.01589,1033.0
26060.01,1653.8,218.4,20.42,1.0005,0.5258,0.06312,0.2612,8.14e-06,10.04,6.014,4.49,0.07724,192.1,1.191,0.5463,4.551,65.13,8.8e-07,3.515,,16.01,1.477,5.6903,0.059,0.5635,,7.246,3.237,0.9492,0.1239,0.4716,4.17,140.1,0.0893,1.752e-05,1.0005,,1.468,0.5569,,0.01604,1014.0
